Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Gender,Age_Binary,Education_Level,Europe_vs_Rest,Drug_Category_Code
-0.6794351450495402,1.943848456200504,1.441120639813245,0.7628415607889378,-0.1427408797072577,-0.7529125063070415,-0.2211970856442229,1,0,1,1,0
-0.4680292248549313,0.8072181912272569,-0.8503790730861969,-1.625666289776544,-1.0166358525004575,-1.4534108644502943,0.4195356175279335,1,1,0,1,2
-0.1489866316437025,-0.8084264868181286,-0.0191288059540242,0.5918255779707045,0.5867262900617073,-1.4534108644502943,-1.223035500018794,0,0,1,1,1
0.7369845202543387,-1.6378658865333076,-0.4532654304214164,-0.302804414473641,1.3097474906945177,-0.2351742609581521,-0.2211970856442229,0,1,1,1,2
-0.6794351450495402,-0.3012677836885644,-1.5610135250452737,2.045170622526032,1.6353140438294558,-1.4534108644502943,-1.604778196038963,0,1,0,0,2
-0.4680292248549313,-1.095103202643531,-0.4532654304214164,-0.302804414473641,0.9422069519093764,-0.2351742609581521,0.0856794461376944,1,1,1,0,2
-1.3307156678177936,1.943848456200504,-0.8503790730861969,-0.302804414473641,1.6353140438294558,0.1941962270492443,-0.5431880288419605,1,1,0,1,3
0.6310010214951646,2.5797570092151405,-0.9798691604701144,0.7628415607889378,1.1372701983344171,-1.4534108644502943,-1.604778196038963,0,1,0,0,2
-0.2468445284465814,0.0031858563519481,-1.4295357613064437,0.5918255779707045,0.1239999395381676,-1.4534108644502943,-0.8758296493148569,1,1,1,1,2
-1.05498624015165,0.8072181912272569,-1.1231324395658493,-0.763326168604317,1.8166332409766297,0.1941962270492443,0.0856794461376944,0,0,1,1,3
-1.3307156678177936,0.0031858563519481,0.1422042581863692,-1.93156769448337,-0.528376246316286,0.5473634071191642,1.2741019475919009,1,1,0,0,0
2.290056571602496,0.1679708250351632,0.4478044783694232,-1.625666289776544,-0.7831073128010371,1.3462355942497632,0.0856794461376944,0,1,1,1,0
-0.922692222604275,1.4579157815894894,0.4478044783694232,-0.6082645911258169,1.6353140438294558,1.3462355942497632,0.7973128567068639,0,1,0,1,2
-2.054305030682943,-1.512093897049751,-1.5610135250452737,-1.078573585741458,1.1372701983344171,-0.7529125063070415,-0.5431880288419605,1,1,1,1,3
-1.5536437116249049,-0.8084264868181286,-1.6869097329591978,0.2883910392057858,0.7605669600306986,-0.2351742609581521,-2.154855573047413,0,1,0,1,2
